0.014611385	0.052895034	0.159170543	0.418189566	0.817988778	0.981387647	0.985766774
0.030608271	0.104626613	0.28419237	0.619695197	0.928063809	0.986380017	0.990269383
0.063875145	0.200457731	0.468611378	0.811588285	0.974714855	0.991979803	0.994538573
0.117411342	0.329832706	0.659262776	0.930834369	0.987388248	0.996222958	0.997835346

8
0.0327646	0.119077	0.356644	0.830286	0.970333	0.98566	0.986003	
0.0164031	0.0607831	0.193439	0.55033	0.988854	0.99023	0.998597	
0.0164031	0.0607831	0.193439	0.55033	0.988854	0.99023	0.998597	
0.0069948	0.0262088	0.0863739	0.277084	0.735415	0.984631	0.986175	
0.0069948	0.0262088	0.0863739	0.277084	0.735415	0.984631	0.986175	
0.0327646	0.119077	0.356644	0.830286	0.970333	0.98566	0.986003	
0.0129744	0.0482727	0.155594	0.462311	0.948353	0.968183	0.981436	
0.0069948	0.0262088	0.0863739	0.277084	0.735415	0.984631	0.986175	
0.0327646	0.119077	0.356644	0.830286	0.970333	0.98566	0.986003	
0.0069948	0.0262088	0.0863739	0.277084	0.735415	0.984631	0.986175	
0.00474766	0.017836	0.0592733	0.195753	0.576284	0.997512	0.998842	
0.00474766	0.017836	0.0592733	0.195753	0.576284	0.997512	0.998842	
0.00474766	0.017836	0.0592733	0.195753	0.576284	0.997512	0.998842	
0.220513	0.63309	0.996021	0.996546	0.998686	0.999797	0.999891	
0.00474766	0.017836	0.0592733	0.195753	0.576284	0.997512	0.998842	
0.00474766	0.017836	0.0592733	0.195753	0.576284	0.997512	0.998842	
0.00527034	0.0197875	0.0656308	0.215287	0.618528	0.999995	0.999997	
0.00527034	0.0197875	0.0656308	0.215287	0.618528	0.999995	0.999997	
0.00474766	0.017836	0.0592733	0.195753	0.576284	0.997512	0.998842	
0.00474766	0.017836	0.0592733	0.195753	0.576284	0.997512	0.998842	
0.0153146	0.0568224	0.181567	0.523702	0.980067	0.983892	0.995808	
0.0083051	0.0310705	0.101899	0.321415	0.804273	0.969403	0.969549	
0.0153146	0.0568224	0.181567	0.523702	0.980067	0.983892	0.995808	
0.0083051	0.0310705	0.101899	0.321415	0.804273	0.969403	0.969549	
0.0177628	0.0657158	0.208084	0.581953	0.995802	0.99605	0.999825	
0.0235183	0.086418	0.267854	0.697351	0.995458	0.995627	0.999099	
0.0138959	0.0516449	0.165895	0.487178	0.963228	0.974324	0.988467	
0.0083051	0.0310705	0.101899	0.321415	0.804273	0.969403	0.969549	
0.0083051	0.0310705	0.101899	0.321415	0.804273	0.969403	0.969549	
0.0130307	0.0484791	0.156226	0.463858	0.949363	0.96854	0.981905	
0.00909392	0.03399	0.111148	0.34705	0.838671	0.963119	0.963319	
0.00909392	0.03399	0.111148	0.34705	0.838671	0.963119	0.963319	
