0.014228549	0.050759194	0.1490322	0.38499181	0.769111212	0.979234097	0.987832141
0.031762721	0.10575287	0.282005023	0.605243733	0.923464534	0.984163855	0.988527239
0.064597606	0.193834058	0.452002964	0.80013135	0.97697438	0.991497418	0.994484947
0.107283717	0.304920325	0.618232102	0.9093511	0.984541801	0.995919965	0.997483138

8
0.00842956	0.0315315	0.103363	0.325511	0.810031	0.968233	0.9683	
0.00850926	0.0318266	0.1043	0.328124	0.813652	0.967517	0.967549	
0.0127177	0.047332	0.152707	0.455219	0.943578	0.966604	0.979261	
0.0302333	0.110209	0.333195	0.799458	0.97621	0.984809	0.987106	
0.0211427	0.0779079	0.243614	0.653158	0.999591	0.999591	0.999984	
0.0127177	0.047332	0.152707	0.455219	0.943578	0.966604	0.979261	
0.0302333	0.110209	0.333195	0.799458	0.97621	0.984809	0.987106	
0.00842956	0.0315315	0.103363	0.325511	0.810031	0.968233	0.9683	
0.00850926	0.0318266	0.1043	0.328124	0.813652	0.967517	0.967549	
0.0211427	0.0779079	0.243614	0.653158	0.999591	0.999591	0.999984	
0.00408781	0.015369	0.0512	0.170544	0.51787	0.983761	0.995076	
0.0093587	0.0349687	0.114236	0.355482	0.849146	0.961641	0.962194	
0.0093587	0.0349687	0.114236	0.355482	0.849146	0.961641	0.962194	
0.00408781	0.015369	0.0512	0.170544	0.51787	0.983761	0.995076	
0.00408781	0.015369	0.0512	0.170544	0.51787	0.983761	0.995076	
0.00408781	0.015369	0.0512	0.170544	0.51787	0.983761	0.995076	
0.00408781	0.015369	0.0512	0.170544	0.51787	0.983761	0.995076	
0.0093587	0.0349687	0.114236	0.355482	0.849146	0.961641	0.962194	
0.0093587	0.0349687	0.114236	0.355482	0.849146	0.961641	0.962194	
0.00408781	0.015369	0.0512	0.170544	0.51787	0.983761	0.995076	
0.00350376	0.0131822	0.0440103	0.147711	0.461094	0.956658	0.99269	
0.00350376	0.0131822	0.0440103	0.147711	0.461094	0.956658	0.99269	
0.00350376	0.0131822	0.0440103	0.147711	0.461094	0.956658	0.99269	
0.00350376	0.0131822	0.0440103	0.147711	0.461094	0.956658	0.99269	
0.00350376	0.0131822	0.0440103	0.147711	0.461094	0.956658	0.99269	
0.021394	0.0788103	0.246207	0.658052	0.99934	0.999341	0.999966	
0.021394	0.0788103	0.246207	0.658052	0.99934	0.999341	0.999966	
0.021394	0.0788103	0.246207	0.658052	0.99934	0.999341	0.999966	
0.00350376	0.0131822	0.0440103	0.147711	0.461094	0.956658	0.99269	
0.021394	0.0788103	0.246207	0.658052	0.99934	0.999341	0.999966	
0.00981812	0.0366655	0.119575	0.369909	0.866127	0.959842	0.961424	
0.00981812	0.0366655	0.119575	0.369909	0.866127	0.959842	0.961424	
0.00981812	0.0366655	0.119575	0.369909	0.866127	0.959842	0.961424	
0.00784197	0.0293538	0.0964347	0.305998	0.781698	0.974275	0.974898	
0.00957781	0.0357782	0.116785	0.362394	0.857429	0.960663	0.961643	
0.0764566	0.263597	0.672276	0.999908	0.999908	0.999912	0.999912	
0.00957781	0.0357782	0.116785	0.362394	0.857429	0.960663	0.961643	
0.026111	0.09565	0.293631	0.740548	0.988243	0.98982	0.995252	
0.00981812	0.0366655	0.119575	0.369909	0.866127	0.959842	0.961424	
0.00957781	0.0357782	0.116785	0.362394	0.857429	0.960663	0.961643	
0.0115879	0.0431845	0.139912	0.42313	0.918884	0.961008	0.96963	
0.0255913	0.0938041	0.28852	0.73229	0.989796	0.990927	0.996265	
0.0120535	0.044895	0.145202	0.436527	0.929819	0.962991	0.973503	
0.0115879	0.0431845	0.139912	0.42313	0.918884	0.961008	0.96963	
0.0120535	0.044895	0.145202	0.436527	0.929819	0.962991	0.973503	
0.0120535	0.044895	0.145202	0.436527	0.929819	0.962991	0.973503	
0.0115879	0.0431845	0.139912	0.42313	0.918884	0.961008	0.96963	
0.0255913	0.0938041	0.28852	0.73229	0.989796	0.990927	0.996265	
0.0115879	0.0431845	0.139912	0.42313	0.918884	0.961008	0.96963	
0.0255913	0.0938041	0.28852	0.73229	0.989796	0.990927	0.996265	
